material_id,pretty_formula,band_gap
mp-1196027,Na2FeH8(SO6)2,4.8043000000000005
mp-1196257,Ca(BH)12,4.8931000000000004
mp-1196532,KCa4Si8H16O28F,4.8788
mp-1196550,Ca2Mg5Si8(HO12)2,4.8366
mp-1196674,Cs2ErSi4O10F,4.809
mp-1196740,Cs3H12N4F3,4.8399
mp-1196983,Ba2Y3Si2O8F5,4.8231
mp-1197086,AlP2H18(C2Cl)3,4.8347
mp-1197089,Na2LuPWO8,4.784800000000001
mp-1197323,CaZrAl9BO18,4.8690999999999995
mp-1197634,AlP2H16C2N3O8,4.8511999999999995
mp-1197813,Na2DyPWO8,4.7827
mp-1198110,Ba2B5HO10,4.8078
mp-1198287,NaZn(PO3)3,4.8556
mp-1198324,Li2B8SeO15,4.8758
mp-1198346,Na2BeSi4(H4O7)2,4.8447
mp-1198625,H7N2F,4.8684
mp-1198653,Na2TmPWO8,4.8123000000000005
mp-1199009,Ba3B6H2O13,4.8148
mp-1199041,MgH6CO6,4.8193
mp-1199706,Na4Si4H18O19,4.8578
mp-1199928,NaH6CN2ClO2,4.9075
mp-1200352,InH3(CO2)3,4.8403
mp-1200666,CsGaP3HO10,4.8914
mp-1200723,FeH24C2S2(N3O7)2,4.7915
mp-1200795,KAl3Si3(HO6)2,4.7941
mp-1200859,Na2HoPWO8,4.7917
mp-1200860,NaScP2O7,4.8362
mp-1200936,ErCoH8C6(N3O2)2,4.798500000000001
mp-1201200,MnH20C2S2(NO2)6,4.791600000000001
mp-1201235,KSi2HO5,4.7823
mp-1201348,ThH18S2O17,4.7984
mp-1201517,Na2ErPWO8,4.8042
mp-1202247,Na2Mg3H10(SO6)3,4.7965
mp-1202263,Li4CaB10(HO5)4,4.8977
mp-1202437,CsH2SNO3,4.8628
mp-1202621,K3BP3(HO4)3,4.8533
mp-1203188,Ca2AsH4F13,4.8857
mp-1203308,H19C6N7O4,4.7858
mp-1203334,BP(H3N)3,4.9058
mp-1203739,K3NaAl12Si12(HO6)8,4.803
mp-1203812,SF4,4.8812
mp-1204133,Cs2Th(Si2O5)3,4.8178
mp-1204300,Na2Ca2Al6Si9(H8O19)2,4.8355
mp-1204399,LiAlSiH2O5,4.8809
mp-1204623,NaZn(PO3)3,4.8321
mp-1204624,LaP5O14,4.8587
mp-1204713,LiZn(BH4)3,4.8749
mp-1205684,KScTl2F6,4.8477
mp-1205721,Rb3PrF6,4.8275
mp-1206108,Rb3NdF6,4.8802
mp-1207669,TmOF,4.8604
mp-1208102,Tm3Al5O12,4.867700000000001
mp-1208162,Tl2GeF6,4.8418
mp-1208518,Tb2SiO5,4.8347999999999995
mp-1208880,Sm2SiO5,4.827299999999999
mp-1209111,RbSrCl3,4.9009
mp-1209257,ScP2H5O9,4.9026000000000005
mp-1209521,Rb2SmCl5,4.856
mp-1209524,Rb2NdCl5,4.7965
mp-1209937,NdLuO3,4.8869
mp-1209968,NaHoCl4,4.8374
mp-1210272,NaP3PbO9,4.7835
mp-1210669,MgAl3SiBO9,4.8441
mp-1210844,Na3Pr(PO4)2,4.9068
mp-1211170,LiHo6B3O14,4.7935
mp-1211228,Li3Sm2(BO3)3,4.8421
mp-1211286,Li3Y2(BO3)3,4.795
mp-1211289,Li(BH)3,4.7819
mp-1211340,Li6Tm(BO3)3,4.8191
mp-1211533,K2YCl5,4.7867999999999995
mp-1211577,KSr2Si4O10F,4.8603000000000005
mp-1211589,KCaCl3,4.8166
mp-1211774,K2SmCl5,4.8206
mp-1212005,KLiWO4,4.8086
mp-1213079,CsRbSO4,4.8512
mp-1213089,CsSb4F13,4.8426
mp-1213232,CsPO3,4.8054
mp-1213462,Dy7BP2O17,4.799099999999999
mp-1213713,Cs2PrCl5,4.7902000000000005
mp-1213891,Cs3PrCl6,4.895
mp-1213993,CaAs2F12,4.8487
mp-1214221,Be3Al2Si6HO18,4.8833
mp-1214303,Ca2AsH4F13,4.8533
mp-1214395,BaInF5,4.7951
mp-1214441,BaTl(PO3)3,4.8597
mp-1214458,BaAlCdF7,4.9106000000000005
mp-1214626,Ba2TbCl7,4.851
mp-1214746,Ba2DyCl7,4.8914
mp-1215028,Al2P3H12(NO4)3,4.8233
mp-1216198,Y7(O2F3)3,4.8399
mp-1218654,SrCa3Al6Si6(HO13)2,4.910800000000001
mp-1219605,RbAlSi3O8,4.900399999999999
mp-1219617,RbAlSi3O8,4.7891
mp-1220859,NaAlSi3O8,4.8321
mp-1221202,Na4Br(ClO4)3,4.856
mp-1221283,Na3YC2(O3F)2,4.8805
mp-1221344,Na2Zr(Si2O5)3,4.8774
mp-1221383,Na2MgSi5O12,4.8396
mp-1222426,LiCNO,4.7914
mp-1222444,LiAlSiO4,4.796200000000001
mp-1222979,LaHoSi2O7,4.8286
mp-1223311,KRbCl2,4.9089
mp-1223376,KNa4Cl5,4.867
mp-1223475,KNaCaTh(Si2O5)4,4.908
mp-1223810,K2NaCl3,4.8309
mp-1223813,K4NaCl5,4.853899999999999
mp-1223877,K2HS2NO6,4.8913
mp-1224161,K2Mg5(Si2O5)6,4.8751
mp-1224931,GaPH11C3Cl,4.862299999999999
mp-1225924,CsBa2Zn2F9,4.8886
mp-1226151,Cs2SiB4O9,4.8223
mp-1227400,Ca5Si(PO6)2,4.7977
mp-1227468,Ca2MgAl2(SiO4)3,4.843300000000001
mp-1228292,BaPHO4,4.785
mp-1228533,Ba2SrCa3Mg2(SiO4)4,4.8906
mp-1228617,Ba3Sr2Ca4Mg3(SiO4)6,4.8984000000000005
mp-1228948,AlGa(PO4)2,4.8506
mp-1229075,Al9Si2BO19,4.790799999999999
mp-1229265,Ba3Ga2B10H4O23,4.7894
mp-1229321,CsMg(PO3)3,4.8472
mp-12441,CaAl2O4,4.847300000000001
mp-13151,BN,4.825699999999999
mp-14150,Ca4Al6SO16,4.9049
mp-14355,Cs2SrP2O7,4.8534999999999995
mp-14399,LiAlSiO4,4.8483
mp-15225,Nd2Si2O7,4.826700000000001
mp-15560,Ga(PO3)3,4.8879
mp-17166,K2B4O7,4.8326
mp-17245,Na3TaF8,4.8709
mp-17951,Cs4Zn3F10,4.8715
mp-17979,BaAl2(SiO4)2,4.7833
mp-18183,YSnF7,4.9098
mp-18902,Li2WO4,4.8942
mp-19048,BaWO4,4.8845
mp-19461,Na5Nd(WO4)4,4.7863999999999995
mp-19463,Na5Tb(WO4)4,4.804
mp-2173,P2O5,4.856400000000001
mp-21794,Sm2Si2O7,4.797499999999999
mp-21872,PrLuO3,4.8757
mp-2254,Al2O3,4.829699999999999
mp-22882,YbBr2,4.8768
mp-23070,BaBrF,4.8824
mp-23071,CCl3F,4.8988
mp-23151,Na4BeAlSi4ClO12,4.8678
mp-23289,KCl,4.8217
mp-23299,RbCl,4.7979
mp-23657,Na6S2ClO8F,4.8999
mp-23675,H4BrN,4.8195
mp-23682,KH3(CO2)2,4.8037
mp-23688,RbH3(CO2)2,4.8136
mp-23787,Na2ZnH8(SO6)2,4.7891
mp-23792,NaCa2Si3HO9,4.848599999999999
mp-23808,KScBP2HO9,4.8553
mp-23809,RbScBP2HO9,4.8102
mp-24006,MgH12(BrO6)2,4.9018
mp-24104,LiAlSi2H2O7,4.8988
mp-24112,Rb2ZnH12(SO7)2,4.845
mp-24124,NdH2ClO2,4.8694
mp-24133,K2NiH12(SO7)2,4.8712
mp-24144,Na5ScH4(C2O7)2,4.8217
mp-24181,CsGaP3HO10,4.8991
mp-24273,CdH20C4S4(NO6)2,4.8351
mp-24366,K2ZnH12(SO7)2,4.8902
mp-24407,CdP2H6O7,4.8411
mp-24560,LiB2H3O5,4.8897
mp-24565,BaHClO,4.8708
mp-24688,Rb2NiH12(SO7)2,4.8423
mp-24802,Sr2Al3Si3HO13,4.9047
mp-24817,LiBeH3,4.8251
mp-24818,LiBeH3,4.894299999999999
mp-25881,LiBi(PO3)4,4.848
mp-26841,LiNi(PO3)3,4.9044
mp-27187,Be2TlF5,4.8968
mp-27207,K2MgCl4,4.8016000000000005
mp-27312,Nb2SeF14,4.8407
mp-27461,CN,4.8638
mp-27767,Li6Si2O7,4.7981
mp-27823,SmClO,4.8783
mp-27936,Na2SbF5,4.896000000000001
mp-28085,KAs2F7,4.7859
mp-28275,Rb2PrCl5,4.8518
mp-28567,LiBiF4,4.8768
mp-28587,BaH8O5,4.8099
mp-28641,ThB2O5,4.8767000000000005
mp-28802,Sr4Zn3F14,4.784000000000001
mp-29008,Li6MgBr8,4.8595
mp-29755,CaSi2O5,4.793
mp-29887,Pr(ClO4)3,4.898000000000001
mp-30150,GaBH6,4.8964
mp-3031,BaSi2O5,4.7917000000000005
mp-30997,ZrTlF5,4.8002
mp-31067,Nd(ClO4)3,4.8961
mp-3160,Pr2Si2O7,4.8384
mp-323,LaF3,4.8553999999999995
mp-35220,PHN2,4.8474
mp-39167,CaScAlSiO6,4.888
mp-39542,KRb2ZrOF5,4.7841000000000005
mp-3978,SrSiO3,4.8291
mp-40143,Cs2KZrOF5,4.8767000000000005
mp-4266,KAsF6,4.8825
mp-4429,CaSiO3,4.8628
mp-4753,Al2SiO5,4.8382000000000005
mp-504450,Be2TlF5,4.8778
mp-505561,Na2ZnP4(H4O5)4,4.893199999999999
mp-534793,KCa5Mg5Al(SiO3)12,4.838099999999999
mp-534901,Sr10P6BrO24F,4.8553
mp-540695,Cs2DyCl5,4.8884
mp-540937,Na5La(WO4)4,4.7881
mp-540962,KLa(PO3)4,4.8764
mp-541081,NaMg2H3(SO4)2,4.8202
mp-542785,MgH6(CO3)2,4.8745
mp-543042,ScP(H2O3)2,4.8637999999999995
mp-543046,CsScP2(HO4)2,4.8328999999999995
mp-545719,SiO2,4.8353
mp-554174,Ca2P2H8O11,4.854299999999999
mp-554665,SiO2,4.8008
mp-554778,NaY(SiO3)2,4.8028
mp-554941,KRb2BiF6,4.8285
mp-555000,MgH2(CO2)2,4.8850999999999996
mp-555005,Na3Mg2P5O16,4.8126
mp-555089,SrLi4Ca(SiO4)2,4.8297
mp-555155,KNa2Y(Si2O5)3,4.8159
mp-555914,K2CaP2O7,4.8824000000000005
mp-555980,Ba2Zn3(PO3)10,4.808199999999999
mp-556013,Na2Be(SiO3)2,4.7853
mp-556066,Sr2LiSiO4F,4.8197
mp-556117,Ga3Pb5F19,4.796
mp-556151,H9C3N3O2,4.8963
mp-556228,Na5Ca4P4O16F,4.8663
mp-556655,Li2AlBO4,4.864
mp-556661,Y2SiCO7,4.8086
mp-556778,BaTeF6,4.863600000000001
mp-556785,RbTeF5,4.8746
mp-556788,SiO2,4.8016000000000005
mp-556870,MgAl2O4,4.8621
mp-557126,NaPr(Si3O7)2,4.7893
mp-557420,KBaB5O9,4.8697
mp-557423,Na2B4O7,4.8667
mp-557472,K2Be2(SiO3)3,4.8087
mp-557689,CaAl2B2O7,4.8456
mp-557780,CsSi2HO5,4.792199999999999
mp-557911,Al3Pb5F19,4.8194
mp-558209,Ca3Mg(SiO4)2,4.8814
mp-558412,H2CO2,4.8672
mp-558842,Sm7BP2O17,4.793
mp-558888,PS2N3Cl2(OF)2,4.8251
mp-559020,KBi(PO3)4,4.9105
mp-559029,RbC2S2N(OF)4,4.8629
mp-559103,Na7Y2P7O24,4.8343
mp-559120,NiP2H24(C2O7)2,4.8972
mp-559177,Mg7Si8(O11F)2,4.8851
mp-559391,Pr3Si2Cl3O7,4.8635
mp-559586,BaNa2Nd2Si4CO15,4.8256
mp-559642,CaZrAl9BO18,4.8628
mp-559653,SrCa(CO3)2,4.8057
mp-559695,Cs2RbBiF6,4.8396
mp-560043,KSb4F13,4.8082
mp-560119,TbCl2F,4.9106000000000005
mp-560132,Nd2SiO5,4.791499999999999
mp-560174,NaZn(PO3)3,4.827100000000001
mp-560226,NaNd(Si3O7)2,4.7958
mp-560247,Li2Ca2Si5O13,4.7982000000000005
mp-560321,Mg2SiO4,4.8963
mp-560339,Ca2Zr(SiO3)4,4.8746
mp-560387,Cs2Al2P2O9,4.9041999999999994
mp-560478,BaY2Si3O10,4.8161000000000005
mp-560603,Na2MgSi5O12,4.8278
mp-560827,MgH8C4(N3O2)2,4.791399999999999
mp-561549,K2Be2(Si2O5)3,4.83
mp-5652,Y2Si2O7,4.8078
mp-567593,KBH4(CN4)2,4.7975
mp-569967,K2PrCl5,4.814400000000001
mp-570218,LiBeH3,4.8396
mp-570922,MgCl2,4.9061
mp-5730,Ba(BO2)2,4.8171
mp-5732,La2Si2O7,4.7843
mp-5733,CaSiO3,4.8811
mp-573324,CsK2Ho(PO4)2,4.8913
mp-581114,Cs2YSi4O10F,4.8312
mp-5836,ThSiO4,4.8735
mp-588,GaF3,4.8361
mp-5955,NaSbF6,4.8827
mp-600181,LuH24C4N4Cl7,4.8904
mp-601292,RbPrP3HO10,4.8285
mp-6044,Sr6B(PO4)5,4.815
mp-604725,RbMgP(H6O5)2,4.7947999999999995
mp-605642,KB3(HO3)2,4.8286
mp-6091,BaAl2(SiO4)2,4.8241000000000005
mp-6097,Li3Al(BO3)2,4.8356
mp-616587,RbPO3,4.8466000000000005
mp-6174,Mg2Al4Si5O18,4.8175
mp-623787,Cs2K2B10O17,4.786700000000001
mp-624249,Zn(C2N3)2,4.8675
mp-625159,H3ClO5,4.888
mp-625172,H3ClO5,4.7963000000000005
mp-625420,AlHO2,4.816999999999999
mp-625686,H4N2O3,4.7875
mp-625739,Al(HO)3,4.8804
mp-625774,Al(HO)3,4.9098
mp-626500,Al(HO)3,4.8077000000000005
mp-626587,Al(HO)3,4.8967
mp-626605,Al(HO)3,4.7991
mp-6326,LiAlSiO4,4.8474
mp-6327,LiAlSiO4,4.808999999999999
mp-632815,Li10Ge(PO6)2,4.7968
mp-643033,KPH2SO3,4.8117
mp-643643,BaH2CSNClO,4.8877
mp-643658,Na3MgP2HO8,4.8690999999999995
mp-644245,Na2PH3O5,4.8193
mp-644486,KAlH4,4.8027999999999995
mp-644852,BaCa(CO3)2,4.7863999999999995
mp-652856,Tl2Zn(CN)4,4.852600000000001
mp-6600,K2Zr(SiO3)3,4.813
mp-6694,Cs2Zr(SiO3)3,4.7914
mp-673023,LiBi(PO3)4,4.8102
mp-673098,LiBi(PO3)4,4.8044
mp-674463,AlHO2,4.7887
mp-6753,Ca5Si2C2O13,4.7909
mp-675846,Ca5ThF14,4.847300000000001
mp-677029,Ca2MgAl2(SiO4)3,4.8735
mp-677335,GaPO4,4.8469
mp-677638,Na27Ca3Al5(P2O7)12,4.7813
mp-6787,RbLiB4O7,4.8696
mp-680169,Na21S7Cl(O14F3)2,4.905
mp-684921,Na3CaAl4Si8ClO24,4.827
mp-686601,Na3MgAlSi7O18,4.810500000000001
mp-690653,NaH3CN4O,4.8772
mp-690708,KLiPH2O4F,4.9042
mp-693620,KCa2Be2Al(Si2O5)6,4.868799999999999
mp-693753,BaNa5Ca7P6(O8F)3,4.817200000000001
mp-693763,Al8P8H34N7O36F5,4.8724
mp-695559,Na13Ca7S12Cl2O48F,4.9024
mp-695873,ZnP3H12NO13,4.825799999999999
mp-695987,MgH10CO8,4.8035
mp-696225,K3P2H7O10,4.8989
mp-696590,TiH8(NF3)2,4.8039000000000005
mp-697458,KNiH9(CO5)2,4.795400000000001
mp-698183,Mg3P2(H22O15)2,4.855700000000001
mp-698365,MgH10C4(N2O3)2,4.7847
mp-698475,K4ErP6H6ClO21,4.8673
mp-699232,Mg7P2(HO2)8,4.8264000000000005
mp-699405,Ca6Mg5Al2Si11O36,4.8511999999999995
mp-699437,KP(HO2)2,4.8377
mp-703308,CsGaP3HO10,4.9013
mp-703527,H2CN2,4.872
mp-705528,NaCaB5H8O13,4.884399999999999
mp-706301,HClO4,4.8339
mp-7064,Er2Si2O7,4.7985999999999995
mp-706543,BaP2(HO2)4,4.8489
mp-706585,CaP2(HO2)4,4.8993
mp-706616,ZnH8(O2F)2,4.8555
mp-706622,PH6(NO)2,4.885400000000001
mp-706658,Mg3P2(H22O15)2,4.7918
mp-706982,H10S(NO2)2,4.8527
mp-707177,HC5N3(OF4)2,4.8499
mp-707294,ZnP2H15C5NO9,4.7844
mp-707419,NaB(HO)4,4.8842
mp-707443,Na7AlH2C4(O3F)4,4.805499999999999
mp-707720,MgH40C10Br2(N2O)10,4.8406
mp-707775,K2B5H5O11,4.8933
mp-708984,NaH5CO4,4.8131
mp-7193,Lu2Si2O7,4.8492999999999995
mp-720230,Ba4Na3Nd3P6(O12F)2,4.8305
mp-720644,PH9(NO2)2,4.8995
mp-720739,ZnP2H6O5,4.8153999999999995
mp-721161,MgPH16NO10,4.824
mp-721988,NaAlSi3O8,4.8757
mp-722188,NaCa4Si8H16O28F,4.8688
mp-730460,Na5H3(CO3)4,4.9055
mp-734150,Na3YH6(CO4)3,4.8901
mp-738612,ZnH16C3N8O7,4.7905
mp-740750,Na4P4(H2O5)3,4.8057
mp-752833,PH2NF2,4.7949
mp-753704,WOF4,4.8911
mp-753794,Hf2P2O9,4.8841
mp-753947,LuHO2,4.8591
mp-754075,LiHfPCO7,4.8514
mp-754117,YHO2,4.8492999999999995
mp-754537,LiLuO2,4.7916
mp-755481,Ca(ClO3)2,4.8755
mp-755876,Li2LuPCO7,4.8748
mp-7569,KAsF6,4.8371
mp-758180,CsSi3HO7,4.7963000000000005
mp-758501,LiNiF3,4.8688
mp-758658,CaAl2(SiO4)2,4.8122
mp-758989,P2HNF4,4.9078
mp-759303,CsB10H13C,4.8433
mp-759325,NiP4O11,4.8545
mp-761178,CsMgP(H6O5)2,4.8541
mp-767279,Li2DyPCO7,4.784800000000001
mp-768169,Li3CaPCO7,4.872999999999999
mp-768195,Li2ErPCO7,4.8495
mp-768200,Li2HoPCO7,4.8056
mp-768218,Li2TmPCO7,4.8642
mp-768220,Li2YPCO7,4.8196
mp-768422,TmHO2,4.8234
mp-769322,MgSO3,4.88
mp-771658,Li2NiH12(SO7)2,4.8340000000000005
mp-773092,AlNiH16N(OF)6,4.8549
mp-7739,Ba2ZnF6,4.7908
mp-7748,NaAlO2,4.8050999999999995
mp-776683,Li3FeF5,4.859500000000001
mp-778977,CaAs2HF13,4.8619
mp-779682,NaScP2(HO4)2,4.8819
mp-779814,Cs2ZnH12(SO7)2,4.8024000000000004
mp-8133,LaPO4,4.8969000000000005
mp-849799,CaP3H16(NO4)3,4.796
mp-866302,BaNaP3H3(NO2)3,4.864
mp-866638,KSc(BH4)4,4.8549
mp-866649,NaSc(BH4)4,4.88
mp-867951,SmH32C8N4Cl7,4.8259
mp-976713,HoH2ClO2,4.897600000000001
mp-9821,RbSbF6,4.9025
mp-985587,Al2O3,4.8073999999999995
mp-989558,Cs2TlGaF6,4.8557999999999995
mp-995220,H4C2O,4.8731
mp-998150,CaTlF3,4.839799999999999
mp-998601,KCaCl3,4.799
mvc-10357,BaMgSbF7,4.8168
mvc-16436,BaCaBiF7,4.8837
mp-1019535,BaAl2(SiO4)2,4.944
mp-1019554,BaNaB5O9,5.0076
mp-1019581,CaS3O10,4.9224000000000006
mp-1019779,K2Mg2Si2O7,4.9459
mp-1019809,KBe2B3O7,4.9489
mp-1020024,Li6B4O9,4.928
mp-1020114,MgSi2O5,5.011099999999999
mp-1020144,Na2Be4B4O11,4.983300000000001
mp-1020180,Na2SrMg(PO4)2,5.004
mp-1020181,Na2ZnB6O11,4.940300000000001
mp-1020612,Sr2Si(S2O7)4,4.9136
mp-1020706,SrY2Si3O10,4.9314
mp-10219,YOF,4.9587
mp-10509,BaGaBO3F2,4.97
mp-1072208,DyOF,5.014
mp-1078468,MgSi(HO2)2,4.923400000000001
mp-10792,DyBO3,5.0107
mp-1079612,HC,5.004100000000001
mp-1080233,CsSrCl3,5.005599999999999
mp-10837,Na2MgInF7,4.9741
mp-1087215,NaAsF6,4.949400000000001
mp-1095529,LuH2ClO2,5.0273
mp-11014,K2TeOF4,4.938899999999999
mp-1102075,TbH2ClO2,4.962
mp-1103554,BaCa2Mg(SiO4)2,4.9681
mp-1111026,KNa2ScF6,5.0397
mp-1111130,K2LiTbCl6,4.9951
mp-1111218,K2NaYCl6,4.9652
mp-1111244,K2LiSmCl6,4.9199
mp-1111259,K2LiDyCl6,5.0181
mp-1111615,K2NaTmCl6,5.0005
mp-1111622,K2NaTbCl6,4.9487000000000005
mp-1111639,K2NaLuCl6,5.0279
mp-1111647,K2NaErCl6,4.9878
mp-1111648,K2NaDyCl6,4.9646
mp-1111654,K2LiYCl6,4.9266
mp-1112114,Cs2RbYCl6,4.9532
mp-1112115,Cs2RbTbCl6,4.9379
mp-1112118,Cs2RbSmCl6,4.9125
mp-1112143,Cs2NaPrCl6,5.008100000000001
mp-1112721,Cs2KPrCl6,5.0057
mp-1113960,KNa2GaF6,4.9498
mp-1114416,Rb2LiBiF6,5.0013
mp-1114451,Rb2NaPrCl6,5.0076
mp-1114541,KRb2LuCl6,4.9188
mp-1114578,Rb2LiSmCl6,4.9211
mp-1114583,Rb2LiYCl6,4.9308000000000005
mp-1114593,Rb2NaNdCl6,5.0313
mp-1114684,Rb2ScTlF6,4.9932
mp-1120739,CaCl2,5.028499999999999
mp-11737,Li4SiO4,4.9652
mp-1177403,Li4FeP6(H4O11)2,5.0369
mp-1180540,LiSc(SiO3)2,4.956300000000001
mp-1182053,CBrN,4.952
mp-1183270,Al2Si2H4O9,4.9418999999999995
mp-1190619,Ca(BH4)2,4.9736
mp-1192403,Na5Ho4Si4O16F,4.9253
mp-1192543,Na5Dy4Si4O16F,4.915500000000001
mp-1192572,Na5Tm4Si4O16F,4.9736
mp-1192584,Na5Er4Si4O16F,4.959899999999999
mp-1193084,BaY2Si2O7F2,5.0182
mp-1194079,K3Lu(PO4)2,4.9943
mp-1194399,CaCO3,4.9248
mp-1194479,Na3Y(CO3)3,5.0193
mp-1194652,BaGaB4H3O10,4.9782
mp-1194692,Na2ZrSi6(HO3)6,4.9411000000000005
mp-1194821,H12C2S(NO2)2,5.0163
mp-1194852,NaCdP3(H4O5)2,4.997199999999999
mp-1195106,H8C5,4.9506
mp-1195490,NiH32C4S2(NO8)2,4.9916
mp-1195617,RbNa2B6BrO10,5.0248
mp-1196425,Na2ZnB6O11,4.915500000000001
mp-1196570,Rb2LuSi4O10F,4.9284
mp-1197012,AsPHCl3OF6,4.9208
mp-1197037,Ca2Al4Si4H10O21,4.9863
mp-1197230,CaCO3,4.9735
mp-1197316,Na2SrMg(PO4)2,4.9941
mp-1197346,SbH2SO3F7,4.933999999999999
mp-1197377,Ca3(PO4)2,4.9116
mp-1197608,Na3MgP3(H12O11)2,4.9643
mp-1198443,Na2Al3P3(HO7)2,4.9645
mp-1198456,Na2ZnP4(H4O5)4,4.9179
mp-1198682,GaPH9C3Cl3O,5.0026
mp-1198753,H8S(NO2)2,4.9568
mp-1198994,BaBAsF10,5.0288
mp-1199347,Zn3P4H28C8(NO6)2,4.9497
mp-1199499,K4Ba2B14H16O33,4.9133
mp-1200576,NaSc3P8(H7O12)2,5.0218
mp-1200757,AlH10C3N,4.9208
mp-1200805,CsLi(B3O5)2,5.0329
mp-1200831,AlH6C2SeCl3,4.9165
mp-1201112,Rb2GaB5(H4O7)2,4.9691
mp-1201690,Sr3B6H2O13,5.0395
mp-1201953,Ba3Al2B10H4O23,4.9577
mp-1202237,MgB2H13N3,5.0045
mp-1202323,Si4H36C13,5.018
mp-1202388,H7C2N4ClO5,4.9491000000000005
mp-1203058,H6C(NO)2,4.9475999999999996
mp-1203588,Na3B3(HO2)4,4.9415
mp-1203893,SrP3H15(N2O5)2,4.9154
mp-1204556,Na2MgB4(H5N)4,5.0039
mp-1204585,Ba4NaAl2B8(ClO6)3,4.999300000000001
mp-1204656,Si2H5CNCl4,5.0203
mp-1205613,Rb3SmF6,4.9731
mp-1205739,Li2SnF6,5.0114
mp-1205992,HfMnF6,4.9939
mp-1207449,ZnPt(CN)6,4.9897
mp-1207554,ZnAs2C4(NF9)2,5.0295000000000005
mp-1207720,Y(ClO4)3,5.0115
mp-1209196,RbTmP2O7,5.038799999999999
mp-1209277,Rb3Ca2Cl7,4.9312000000000005
mp-1209416,Rb3ErCl6,4.9926
mp-1209428,Rb3DyCl6,5.0086
mp-1209443,Rb3TmCl6,5.0013000000000005
mp-1209452,Rb2TmCl5,4.9961
mp-1209455,Rb3TbCl6,4.9841999999999995
mp-1209471,RbHoP2O7,4.9941
mp-1209492,Rb3HoCl6,4.9849
mp-1209512,Rb2HoCl5,4.9134
mp-1209546,Rb3SmCl6,4.9466
mp-1209626,Rb2ErCl5,4.9318
mp-1210279,NaCa2Si4O10F,4.9582999999999995
mp-1210375,Na2ZrSi4H4O13,4.9383
mp-1210619,Na3Nd(PO4)2,4.9277
mp-1210758,Na3Y(PO4)2,4.964
mp-1210769,Na3Sm(PO4)2,4.9207
mp-1210775,LuOF,5.025399999999999
mp-1210829,Lu2Be2SiO7,4.989599999999999
mp-1211011,Na3Tb(PO4)2,4.954
mp-1211075,Na3Dy(PO4)2,4.9519
mp-1211201,Na3Ho(PO4)2,4.9965
mp-1211481,Na3Er(PO4)2,4.9742
mp-1211633,K2TcH9,4.9498999999999995
mp-1211737,K2TbCl5,4.9979
mp-1211744,KTmP2O7,5.0076
mp-1211811,KErP2O7,4.9474
mp-1211914,KYP2H4O9,5.0216
mp-1211924,K3HoCl6,5.0214
mp-1212046,K2HoCl5,4.9896
mp-1212062,K2DyCl5,4.9212
mp-1213642,CsSrCl3,5.008900000000001
mp-1213645,CsSrCl3,5.026400000000001
mp-1213722,Cs2HoCl5,4.917199999999999
mp-1213743,Cs2TmCl5,5.0279
mp-1214000,Cs2ErCl5,4.9737
mp-1214060,CaMg5P3HCO16,5.0218
mp-1214625,Ba2TmCl7,4.9738999999999995
mp-1214684,Ba2HoCl7,4.9154
mp-1216371,Y6O5F8,4.9999
mp-1218570,SrCa3Mg4(SiO3)8,4.9199
mp-1218664,Sr3CaAl8H24(C2O11)4,4.9835
mp-1218891,Sr10P6BrClO24,4.991899999999999
mp-1218923,Sr20P12Br(ClO16)3,5.0302999999999995
mp-1218945,Sr20P12Br3ClO48,4.961799999999999
mp-1219029,Sr20P12Br3O48F,4.9291
mp-1219573,SbH7F12,5.0236
mp-1219651,RbNaCaTh(Si2O5)4,4.934799999999999
mp-1219739,Rb3H(SO4)2,5.0037
mp-1220863,NaBeSi3HO8,5.0269
mp-12209,MnB4O7,4.9226
mp-1221089,NaCaMgAl(SiO3)4,5.0296
mp-1221168,NaCa10(PO4)7,4.999499999999999
mp-1221184,Na4P6PbO18,4.9515
mp-1223313,KNaCl2,5.0389
mp-1223378,KNa4Cl5,4.9142
mp-1223382,KNa4Cl5,4.9287
mp-1223387,KNa4Cl5,4.963900000000001
mp-1223474,KHCO3,5.0047
mp-1223505,KNaHf4(PO4)6,4.998799999999999
mp-1223597,KCa3Mg3Al(SiO3)8,4.9549
mp-1223598,KAl(SiO3)2,4.9136
mp-1223636,KAlSi3O8,4.9341
mp-1223818,K2NaCl3,4.9422999999999995
mp-1223822,K3SO4F,4.9532
mp-1223869,K4NaCl5,4.9689
mp-1223916,K4NaCl5,4.9846
mp-1223924,K4NaCl5,4.9851
mp-1224035,K2SrCl4,5.003900000000001
mp-1224478,K2GaP2H3(O4F)2,4.9262
mp-1226140,Cs3TlNi3F10,4.9276
mp-1226161,Cs2BrCl,5.0329
mp-1226202,Cs2CaP2O7,4.9235
mp-1227150,CaAs3F15,4.9188
mp-1227412,BeAlSiN3,5.0006
mp-1227479,CaAl2(SiO4)2,4.9295
mp-1227888,Ca3Mg9Al8(SiO4)12,4.9776
mp-1228998,Al2Ga(PO4)3,5.033600000000001
mp-1229192,Cs2BaCl4,4.9313
mp-1237207,SrH6(CO3)2,5.033799999999999
mp-1238496,Al2H18SO15,4.9787
mp-1238754,CsHCO3,4.9544
mp-1244945,SiO2,5.0169999999999995
mp-1245792,CsCN,4.9472000000000005
