material_id,pretty_formula,band_gap
mp-1227111,CaLaAl3O7,4.398
mp-1227186,CaLaAl3O7,4.3827
mp-1228327,Ba3(Br2Cl)2,4.3758
mp-1228367,Ba2IBrF2,4.3552
mp-1236963,BaSi(HO2)2,4.35
mp-1238599,H9C3N6ClO5,4.4033
mp-1238696,FeH10S2(NO2)4,4.413
mp-1245212,B2O3,4.4300999999999995
mp-1259496,MgSi2NiO6,4.3917
mp-12645,LiHoO2,4.4182999999999995
mp-1267031,LiAlSiH2O5,4.4054
mp-13374,LaTmO3,4.3706000000000005
mp-14048,Sr3Al2(SiO4)3,4.433199999999999
mp-14161,Sr4Al6SO16,4.3989
mp-14420,Er2Be2GeO7,4.4292
mp-14535,In(PO3)3,4.3968
mp-14555,LaCd(BO2)5,4.3762
mp-14600,CaAl2O4,4.3887
mp-1542727,TeF6,4.4405
mp-1579309,Li2MnP2O7,4.3759
mp-1579553,Li2FeCSO7,4.401
mp-1641248,Li2FeP2O7,4.3859
mp-1648306,Li2FeP2O7,4.3725000000000005
mp-16800,Sc2(SO4)3,4.3572
mp-16970,Na2Si2O5,4.4292
mp-17025,Sr3Y(BO3)3,4.4109
mp-17357,NaSmSiO4,4.4251000000000005
mp-17825,Sr2SiO4,4.3789
mp-17973,Cs3GeF7,4.4009
mp-18050,Li2MoO4,4.4349
mp-18313,SrSiO3,4.3777
mp-18329,CsMgPO4,4.4165
mp-18348,KGaP2O7,4.3865
mp-18460,K2Si6GeO15,4.3731
mp-18677,PrSc3(BO3)4,4.4411
mp-1875,TeF6,4.3975
mp-18852,Na2MoO4,4.4044
mp-18864,Rb2WO4,4.388
mp-18914,K2MoO4,4.3678
mp-19426,CaWO4,4.3504
mp-22220,LaLuO3,4.4289000000000005
mp-22867,RbBr,4.3724
mp-23034,SrZnCl4,4.3987
mp-23063,Ba4Cl6O,4.3725000000000005
mp-23086,ErSeClO3,4.359
mp-23211,PrCl3,4.3491
mp-23587,HoSeClO3,4.3679
mp-23634,KSbClF3,4.4254
mp-23660,KNa22C2S9ClO42,4.3544
mp-23709,Mg(AlH4)2,4.4283
mp-23837,NdH3(CO2)3,4.3603
mp-23893,H5BrNO,4.3548
mp-23951,Cs(BH)3,4.433
mp-23993,H4CSN2,4.4279
mp-24316,CdP2(HO)4,4.4068000000000005
mp-24328,RbHCO2,4.437799999999999
mp-24335,YH5(SeO4)2,4.4171
mp-24488,NaZn2H3(SO4)2,4.3568
mp-24591,ZnH2SeO4,4.3718
mp-2511,PbF2,4.3996
mp-25987,LiMo(PO3)4,4.4002
mp-27342,Ge5F12,4.3865
mp-27430,Sn2BF7,4.398
mp-27431,Sn3BF9,4.362500000000001
mp-27456,BaBr2,4.3734
mp-27472,NbSbF10,4.3644
mp-27579,Na4P2O7,4.4173
mp-27650,RbB10H9,4.4008
mp-27689,PH4Br,4.3612
mp-28263,KH3O2,4.3876
mp-28286,Na3Sb5F18,4.391
mp-28514,Ba(BrO3)2,4.3788
mp-28593,Li3BrO,4.3589
mp-28891,Li7TaO6,4.406899999999999
mp-29269,NaSbF4,4.3785
mp-29296,CsSbF4,4.4004
mp-29479,C2(OF2)3,4.4381
mp-29500,Ge7F16,4.3804
mp-29738,TlClO3,4.4344
mp-30231,RbGaCl4,4.4079
mp-31118,SmScO3,4.359399999999999
mp-31119,TbScO3,4.4378
mp-315,PbF2,4.44
mp-3277,BAsO4,4.4406
mp-34195,BaCO3,4.354299999999999
mp-34260,ZrF4,4.376900000000001
mp-34330,MgAl2O4,4.356599999999999
mp-37873,Li3ErBr6,4.3592
mp-3822,SrCO3,4.4424
mp-3889,NaBO2,4.4356
mp-3919,KBO2,4.3597
mp-3932,Ca3Si2O7,4.4312
mp-4559,BaCO3,4.439500000000001
mp-4644,Si2N2O,4.412399999999999
mp-504590,Ca2Si3PbO9,4.3553
mp-504801,ErHO2,4.3865
mp-504802,MgH12S2O9,4.3729000000000005
mp-505234,BaP2PbO7,4.3965000000000005
mp-505662,Cs2KCo(CN)6,4.3948
mp-5079,KSbF4,4.4269
mp-530738,Li10Mg7Cl24,4.438599999999999
mp-540736,BaCd(PO3)4,4.396400000000001
mp-540868,Ca3Si(ClO2)2,4.3804
mp-541025,Ca3SiH30CSO25,4.4162
mp-541367,SrCd(PO3)4,4.407100000000001
mp-541722,CsBa2Br5,4.3948
mp-541857,GaP(H2O3)2,4.4271
mp-542145,K2MnH8(SO6)2,4.4423
mp-542622,P4O7,4.3807
mp-542719,Na3Ca(BO2)5,4.369000000000001
mp-542858,Zn3Co2(CN)12,4.3564
mp-542931,Bi2B8O15,4.3824000000000005
mp-546500,NaCNO,4.4404
mp-5489,LuTaO4,4.373
mp-5504,BaCO3,4.3979
mp-554085,Te(CF4)2,4.4043
mp-554203,Li4Ga3Si3ClO12,4.4119
mp-554701,SbP(OF3)2,4.4149
mp-554856,Na2Si2O5,4.425800000000001
mp-554885,Ba3Si6N4O9,4.3934
mp-554903,TbSeClO3,4.415900000000001
mp-555006,CsGa2P5O16,4.407
mp-555022,LuSeO3F,4.3731
mp-555160,CsYSeCl2O3,4.3894
mp-555271,Ba2Zn2ClF7,4.3548
mp-555314,Sr7Zr(Si2O7)3,4.4373
mp-555580,SrZr4(PO4)6,4.3853
mp-555652,K2Zn(SO4)2,4.4001
mp-555800,La2Si2O7,4.3649000000000004
mp-555933,Na2P2PbO7,4.3692
mp-556009,MgTlAs(H6O5)2,4.3811
mp-556061,CsSb2F11,4.4227
mp-556123,Sr2Sc2B4O11,4.3514
mp-556132,SiO2,4.3966
mp-556264,KRb2CrF6,4.3889
mp-556451,H14C5(NO)2,4.3708
mp-556679,Na2Ca3Si3O10,4.375500000000001
mp-556867,K2PrZr(PO4)3,4.4301
mp-556884,CaSi2(NO)2,4.3692
mp-556999,ErSeO3F,4.381200000000001
mp-557027,Rb2Be2Si2O7,4.396599999999999
mp-557233,AlTlF4,4.4124
mp-557457,TmSeO3F,4.379
mp-557470,K2Sb2S(O2F3)2,4.3549
mp-557940,KNd(CO3)2,4.3598
mp-558257,DySeClO3,4.4104
mp-558310,BaLi2SiO4,4.3898
mp-558390,RbGa2P5O16,4.4178
mp-558516,TmSeClO3,4.3489
mp-558538,HoSeO3F,4.3814
mp-558539,Cs2Ba2(CO3)3,4.3564
mp-558582,In(PO3)3,4.3778
mp-558754,Sb4OsC6(O3F11)2,4.434
mp-558862,NaGe4(PO4)3,4.3844
mp-558893,SbCSF11,4.4408
mp-558985,La3Si2ClO8,4.411700000000001
mp-559113,ScH24C3S3(N3O5)3,4.3509
mp-559127,K2Zn2Si8O19,4.3951
mp-559417,LaB2ClO4,4.377000000000001
mp-559617,HfB2O5,4.4146
mp-559764,Nd3Si2ClO8,4.3828000000000005
mp-560260,CsLa(SO4)2,4.3716
mp-560308,BaZr4(PO4)6,4.3524
mp-560459,Rb3Al2(PO4)3,4.4173
mp-560629,K3Al2(PO4)3,4.4329
mp-560730,H8CN2(ClO5)2,4.351
mp-560821,Ca2SiO4,4.4278
mp-560927,Y4Al2O9,4.3605
mp-561026,MnH10S2(NO2)4,4.3895
mp-561050,BaCaSiO4,4.3675999999999995
mp-561157,Sr3Y2(BO3)4,4.4422
mp-562394,Cs4Li2(Si2O5)3,4.4081
mp-567575,Cs2Na(C2N3)3,4.3921
mp-567655,Sr2C(NCl)2,4.3559
mp-567824,K2NaCo(CN)6,4.3731
mp-568005,CsYbBr3,4.397
mp-568137,Cs3Mg2Cl7,4.4091
mp-569567,C,4.408299999999999
mp-570935,LiI,4.381
mp-571222,CsBr,4.4247
mp-571409,Cs2Li3Br5,4.3567
mp-5899,NdAlO3,4.4309
mp-604430,LiAlSiH2O5,4.3647
mp-604884,BN,4.422000000000001
mp-605056,Si2H25C10N,4.3908
mp-611448,C,4.427000000000001
mp-6115,K2Zn2(SO4)3,4.3516
mp-611601,CsNiF3,4.409
mp-614311,CsCSN,4.3852
mp-614628,Na3Ca(BO2)5,4.4315
mp-616440,C,4.3858999999999995
mp-618177,K2ZnCl4,4.4093
mp-623024,TiCdF6,4.4382
mp-625075,AlHO2,4.437799999999999
mp-625150,ScHO2,4.4261
mp-625509,H3BrO,4.4205000000000005
mp-625521,H3BrO,4.417
mp-625661,H9BrO4,4.3515
mp-626151,YHO2,4.4068000000000005
mp-626644,Ca(HO)2,4.4239999999999995
mp-626727,SrH4O3,4.3530999999999995
mp-626750,SrH4O3,4.3998
mp-6331,Na2Y2B2O7,4.3701
mp-6368,CsSO2F,4.431
mp-6388,Ca4SmB3O10,4.384
mp-642350,KLa(PO3)4,4.3579
mp-6434,RbAlSiO4,4.3797999999999995
mp-643896,Na2Hf(HO)6,4.4030000000000005
mp-643989,KHCO2,4.4156
mp-644101,H8C2IN,4.3583
mp-644265,CdH2(CO2)2,4.3931000000000004
mp-6494,K2Ca(CO3)2,4.353400000000001
mp-6531,K2Mn2(SO4)3,4.4313
mp-653454,K2ZnCl4,4.4049
mp-6557,Cs2PO3F,4.402
mp-657338,MgSiO3,4.381500000000001
mp-6607,Ca5Si2SO12,4.4383
mp-672979,LiBiP2O7,4.380800000000001
mp-673126,LiSb(PO3)4,4.3892
mp-674334,Ca2SiO4,4.375
mp-674506,NdPb7F17,4.419700000000001
mp-675555,Na3Nd5Cl18,4.3816
mp-675831,Bi2Pb3F12,4.422700000000001
mp-676014,NaAl11O17,4.4125000000000005
mp-676095,Na3Pr5Cl18,4.3891
mp-676431,Na4Al3Si9ClO24,4.421799999999999
mp-676572,NdPb6F15,4.3583
mp-677437,Na3Zr2Si2PO12,4.429499999999999
mp-6844,KLi3Si12(SnO15)2,4.435700000000001
mp-685097,HfO2,4.3858
mp-686312,Na3Zr2Si2PO12,4.4001
mp-6867,KCaCO3F,4.3552
mp-6896,Rb2NaCo(CN)6,4.365399999999999
mp-694012,Ca3YAl3B4O15,4.4422
mp-695056,Na6CaZr(SiO3)6,4.3739
mp-695112,Na3Zr2Si2PO12,4.4108
mp-695515,Na13Zr8Si9(PO16)3,4.418699999999999
mp-695976,NiB6(H8O9)2,4.3849
mp-696805,H2S,4.3704
mp-697914,ZrP2(H3O5)2,4.4353
mp-698223,Na2PH5O6,4.3816999999999995
mp-703470,AsH6NO4,4.3866000000000005
mp-704145,Li2Mn2(SO4)3,4.429200000000001
mp-706243,Al2Si3H8(NO5)2,4.4184
mp-706408,NdP3(H4O5)3,4.3711
mp-707459,Na2ZnP2(H5O6)2,4.4395
mp-707540,ZrP2(HO4)2,4.381600000000001
mp-709039,ZnH2(CO2)2,4.388199999999999
mp-720515,HN,4.371099999999999
mp-720857,SbH3SO6,4.410500000000001
mp-721707,H6C3N4O3,4.3668
mp-722270,ZrH7CN4F5,4.3633999999999995
mp-722834,Na6P2H2O9,4.3762
mp-723044,ZnH12N3Cl5,4.4143
mp-730074,Rb2CaH8(N3O)4,4.3526
mp-733457,CsNa2(H5O3)3,4.4311
mp-733508,SmH5(SeO4)2,4.4333
mp-733929,P2H4PbO8,4.3938
mp-733936,Cs2MgH8(CO5)2,4.4403999999999995
mp-734377,KCdP3H8O13,4.4116
mp-738684,K5YH8(CO2)8,4.4151
mp-741045,Na4AlP2HO9,4.4207
mp-745158,NiH10C2(N2O3)2,4.357
mp-752396,Ca2HfO4,4.393700000000001
mp-752637,HoBrO,4.3913
mp-752955,WOF4,4.4119
mp-754032,Li2NiP2O7,4.3702000000000005
mp-754531,Al2O3,4.3738
mp-754812,Al2O3,4.3995999999999995
mp-754969,TmBrO,4.3768
mp-754979,Y3AlO6,4.3751999999999995
mp-755165,YScO3,4.4314
mp-755352,Li2HfO3,4.4196
mp-756166,LaHoO3,4.3895
mp-756272,LaDyO3,4.3645
mp-756325,La2(SiO3)3,4.389200000000001
mp-756470,K2DyPCO7,4.4189
mp-756647,K2YPCO7,4.441700000000001
mp-757149,Sr2Hf7O16,4.4175
mp-757387,NaNi3P4H8NO16,4.3679
mp-757559,LiBiP2O7,4.3996
mp-757911,MgAl10O16,4.409599999999999
mp-758649,Li4Fe(PO3)6,4.3788
mp-758780,LiBiP2O7,4.357
mp-758865,Li2Fe(PO3)4,4.348700000000001
mp-758944,LiBi(PO3)4,4.425599999999999
mp-758953,P2H12BrN7,4.3828
mp-759076,Mn2H8S3(NO6)2,4.3869
mp-759122,LiBiP2O7,4.396
mp-759141,LiBi(PO3)4,4.4264
mp-759211,La2H22S6N6O23,4.3906
mp-759230,NaAl11O17,4.402699999999999
mp-759280,LiZr2(PO4)3,4.4162
mp-759388,NiP4O11,4.4347
mp-759656,Li3MnP2HO8,4.417
mp-759735,Li2Bi(PO3)5,4.4103
mp-759871,LiBi(PO3)4,4.3804
mp-7603,Li2TiF6,4.3895
mp-760477,SmBO3,4.4306
mp-761067,NaMn(PO3)3,4.3627
mp-7611,Li2CaGeO4,4.3747
mp-761166,LiFeF3,4.4004
mp-766463,Na3GaB4O9,4.3701
mp-766692,Li2Si3NiO8,4.3934999999999995
mp-767114,SnP4O11,4.4386
mp-767341,Li2ScPCO7,4.4398
mp-767518,Na2ScPCO7,4.3666
mp-767566,Na2TmPCO7,4.412999999999999
mp-767573,Na2ErPCO7,4.3992
mp-767606,Na2NdPCO7,4.3794
mp-768307,BaSO3,4.4334
mp-768518,LaAlO3,4.436300000000001
mp-768670,K3MgPCO7,4.4383
mp-768875,Li6B4O9,4.4249
mp-769153,Li2SbSO4F3,4.3691
mp-769173,PrOF,4.4366
mp-771833,Sr2LaCl7,4.3991
mp-771838,La4Al6O15,4.363900000000001
mp-771916,Li2NiH8(CO5)2,4.4017
mp-771958,Ba3LaCl9,4.3826
mp-772185,Li6Hf2O7,4.4135
mp-772228,CdP4O11,4.3777
mp-772763,K2ScPCO7,4.3744
mp-772871,K2TbPCO7,4.377
mp-773074,LiZr2(PO4)3,4.4104
mp-773117,La3Si2BO10,4.4115
mp-773953,Ba2LaCl7,4.4003000000000005
mp-775906,Y2O3,4.3919999999999995
mp-776325,Sc2H6(SeO4)3,4.382
mp-777817,Li2Mn2(SO4)3,4.4361
mp-779355,Li3MnF5,4.3606
mp-780409,La4Al2O9,4.3796
mp-780468,LiMn2P4H11O18,4.4246
mp-7849,AlAsO4,4.3962
mp-7982,Mg2SiO4,4.404100000000001
mp-8348,TlSbF6,4.3934
mp-861962,BaSb2F12,4.422499999999999
mp-863422,Li4Ni(PO3)6,4.3517
mp-867577,NaAl11O17,4.3719
mp-867585,LiNi(PO3)3,4.3669
mp-8682,Ca2SiO4,4.3847
mp-9059,KLi6TaO6,4.4134
mp-942733,Li7La3Zr2O12,4.4129000000000005
mp-9583,K2ZnF4,4.3615
mp-973981,LuBrO,4.4252
mp-976307,K4Ba(SiO3)3,4.3719
mp-977148,LiBeH3,4.4038
mp-977298,LiBeH3,4.426
mp-9804,KHo(CO3)2,4.3941
mp-9807,KDy(CO3)2,4.3661
mp-990440,Na2ZrO3,4.4161
mp-995190,KCaSiHO4,4.3537
mp-998433,CsSrBr3,4.4089
mp-998599,KCaBr3,4.416
mvc-10400,BaZnSbF7,4.4267
mvc-10424,BaCaSbF7,4.388999999999999
mvc-2200,CaMn(PO3)4,4.3902
mvc-6067,TaF5,4.395300000000001
mp-1002081,KNaICl,4.4984
mp-1004532,CCl4,4.513
mp-1008228,SnPOF7,4.4455
mp-1012551,BaBrCl,4.4843
mp-1019527,Ba3Y2(B2O5)3,4.5196000000000005
mp-1019529,Ba8Al10B12O41,4.4437
mp-1019533,Ba9Y2(SiO4)6,4.5047
mp-1019542,BaCaB2O5,4.4757
mp-1019568,CaAl2SiO6,4.484
mp-1019586,CaAl2SiO6,4.539599999999999
mp-1019614,Cs3Y(PO4)2,4.4731000000000005
mp-1019615,Cs3Li4(BO2)7,4.5217
mp-1019716,CsLi4(BO2)5,4.4902
mp-1019792,K2ZrSi2O7,4.472799999999999
mp-1020112,Mg2SiO4,4.4632
mp-1020141,Na2Al2Si3O10,4.4513
mp-1020163,Na3Li2Al(SiO4)2,4.496600000000001
mp-1020616,RbMgPO4,4.4904
mp-1020642,Sr3Y2(BO3)4,4.5089
mp-1020648,NaLaSiO4,4.457600000000001
mp-1020860,Rb2MgSi5O12,4.4805
mp-1025286,Rb2ZnF4,4.4961
mp-1038204,LiMg30AlO32,4.46
mp-10401,Tl2SnF6,4.4844
mp-10970,LiErO2,4.5084
mp-1101171,Y2Zr2O7,4.4785
mp-1101390,SmHO2,4.4702
mp-1111108,K2NaAsF6,4.5348
mp-1111202,K2RbYCl6,4.5325
mp-1111205,K2RbTbCl6,4.5236
mp-1111215,K2RbDyCl6,4.5295000000000005
mp-1111257,K2LiLaCl6,4.5245999999999995
mp-1111613,K2RbAlCl6,4.4962
mp-1112681,Cs2LiLaCl6,4.4672
mp-1113352,CsRb2TmCl6,4.4458
mp-1113391,CsRb2LuCl6,4.452500000000001
mp-1113400,CsRb2AlCl6,4.4817
mp-1114494,Rb3BiF6,4.5178
mp-1114567,Rb2LiLaCl6,4.5040000000000004
mp-1114627,Rb3LaCl6,4.5192
mp-1114630,Rb3PrCl6,4.5266
mp-1133351,Na3Zr2Si2PO12,4.4946
mp-1173798,Na2Al2Si3(HO3)4,4.532
mp-1176635,LiMnF3,4.49
mp-1178160,HoBrO,4.514
mp-1178178,HoTmO3,4.4907
mp-1179542,Zn3B7BrO13,4.492
mp-1179653,Sb2H10(CF2)3,4.5166
mp-1183012,Al2Si3H8(NO5)2,4.5019
mp-1183664,Ca6Si6H2O19,4.4893
mp-1185531,LiNd6B3O13F2,4.4543
mp-1187516,YbSiO3,4.473199999999999
mp-1190242,TbH9C5(NO4)2,4.5117
mp-1190562,HoH9C5(NO4)2,4.4752
mp-1190566,TlSO3F,4.4638
mp-1190571,YH9C5(NO4)2,4.5007
mp-1190588,Ba2Cd(BO2)6,4.470999999999999
mp-1191311,Ba2MgSi2O7,4.449400000000001
mp-1192370,Na5Pr4Si4O16F,4.4750000000000005
mp-1192521,Na5Nd4Si4O16F,4.5325999999999995
mp-1192921,SnH7C2SeClO3,4.4631
mp-1192933,CsAlSiO4,4.466799999999999
mp-1193256,NaC2NO3,4.4435
mp-1194756,Na4LuC3O9F,4.5237
mp-1194993,Cs2LiNd(BO3)2,4.4831
mp-1195007,AlZnB5H16C4(N2O5)2,4.4996
mp-1195112,Ba11B26P2(H3O29)2,4.492699999999999
mp-1195233,AlZnB5H20C5(NO2)5,4.4953
mp-1195746,MgSiO3,4.477500000000001
mp-1195921,La2P3(HO3)3,4.4954
mp-1196002,MgSiO3,4.4603
mp-1196441,LiB2H11N2,4.5181000000000004
mp-1196557,Na11B21(BrO18)2,4.5093
mp-1197137,Nd2Ge(BO4)2,4.5382
mp-1197534,CaB2H13N3,4.5016
mp-1197607,K3Al(PO4)2,4.521
mp-1198334,Tl2FeH12(SO7)2,4.510800000000001
mp-1198782,Ca2Al3H3O8,4.4863
mp-1198898,CsTh2(PO4)3,4.520999999999999
mp-1199031,Na2Al2Si3H6O13,4.471
mp-1199453,KLiMoO4,4.481
mp-1199516,Na9H4S4BrO20,4.452299999999999
mp-1199737,K6Al4Si6BH4ClO24,4.531000000000001
mp-1199954,Mn(BO2)2,4.4581
mp-1200079,AlB5H16(NO7)2,4.4869
mp-1200744,Rb2Cd3(B4O7)4,4.5081
mp-1200751,MnBP(HO3)2,4.4651
mp-1201301,K2Hf2O5,4.4683
mp-1201379,ZnH9C4NO6,4.4442
mp-1201495,Cs2Al2Si3O10,4.4823
mp-1202375,NaB3SeO7,4.4932
mp-1202565,GaP2H15C5(NO4)2,4.5403
mp-1202834,Zn2H18Cl4O9,4.4921999999999995
mp-1203037,KTi2H2F11,4.4659
mp-1203355,KNaAl6Si6(HO6)4,4.4605999999999995
mp-1204070,SiO2,4.471
mp-1204117,BeH12C4(SBr)2,4.4445
mp-1204611,Th2BPO8,4.534999999999999
mp-1205167,Na3LiY3P3CO15F2,4.5144
mp-1206098,ZrMnF6,4.4939
mp-1207478,Zr(ClO4)4,4.5087
mp-1207916,Tm3Sc2Al3O12,4.5318000000000005
mp-1208466,Th(WO4)2,4.4628000000000005
mp-1208513,Tb2Be2GeO7,4.474
mp-1209170,RbSm2Cl7,4.4664
mp-1209188,RbTb2Cl7,4.5149
mp-1209392,RbPr(WO4)2,4.5167
mp-1210115,NaSrPO4,4.5194
mp-1210332,Na3TmBr6,4.5097000000000005
mp-1210763,Li2(BH)7,4.54
mp-1210908,Li2Lu5B3O13,4.4608
mp-1211144,LiSm6B3O14,4.5217
mp-1211270,KYbBr3,4.5134
mp-1211332,KZn(PO3)3,4.4907
mp-1211516,KSm2Cl7,4.4757
mp-1211526,KTb2Cl7,4.526
mp-1211607,Li3La2(BO3)3,4.4456
mp-1211621,LiZnP2HO7,4.4982999999999995
mp-1211628,KEr(CO3)2,4.5024
mp-1211670,KBi3F10,4.4618
mp-1211965,KLiMoO4,4.5229
mp-1212238,H2PbCl2O7,4.457400000000001
mp-1212985,ErScO3,4.450099999999999
mp-1213255,Er3Sc2Al3O12,4.4578
mp-1213272,CsSm2Cl7,4.4861
mp-1214020,Ca4YB3O10,4.4495000000000005
mp-1214136,CBrF2,4.537599999999999
mp-1214158,CF,4.4846
mp-12159,Na2PO3F,4.503399999999999
mp-1215941,YSc(BO3)2,4.4878
mp-1216239,Y9Er3Al20O48,4.507899999999999
mp-1216268,Y9Lu3Al20O48,4.5394000000000005
mp-1216448,YH18(BrO6)3,4.4668
mp-1216586,TmSc(BO3)2,4.4681
mp-1217448,Th4P6PbO24,4.4716
mp-1217661,Tb5Si2BO13,4.5206
mp-1218410,SrCaMgSi2O7,4.5011
mp-1219120,SmH18(BrO6)3,4.4433
mp-1219153,RbTlP2(HO2)4,4.5302
mp-1220119,PrH18(BrO6)3,4.4853000000000005
mp-1221031,NaNd9(Si3O13)2,4.449
mp-1221034,NaGdF4,4.4896
mp-1221225,Na3BrCl2,4.5403
mp-1222283,LuSc(BO3)2,4.4957
mp-1222409,LiGaBH3O5,4.4735
mp-1222450,LuBO3,4.5176
mp-1223480,KNd9(Si3O13)2,4.4536
mp-1223556,KMnH5(SO5)2,4.5245999999999995
mp-1223624,K3PO3F2,4.538200000000001
mp-1223648,K2BrCl,4.487
mp-1223752,K5BrCl4,4.5407
mp-1223764,K2Ba5(Si2O5)6,4.5068
mp-1223790,K3BrCl2,4.4948
mp-1223853,K2Zr(PO4)2,4.5301
mp-1223873,HoSc(BO3)2,4.495800000000001
mp-1224320,K3Na9Sr4(BO2)20,4.4723
mp-1225321,Na12DyY3H48(CO5)12,4.482
mp-1225362,Dy2CO5,4.4832
mp-1225475,ErSc(BO3)2,4.4829
mp-1225574,Dy5Si2BO13,4.54
mp-1225951,CsMgInF6,4.4521
mp-1226414,Cs3H(SF6)2,4.4739
mp-1227220,CaLa4Si3O13,4.4982999999999995
mp-1227482,BaSrMgSi2O7,4.5215000000000005
mp-1227590,Ca2Al3O6F,4.503
mp-1227593,Ca2Al2Si(HO4)2,4.4533000000000005
mp-1227619,Ca4Al6SO16,4.4989
mp-1227873,Ca10Si3S3(O12F)2,4.4506
mp-1228059,Ba3SrMg2(Si2O7)2,4.4952000000000005
mp-1233677,CaAl2(Si3O8)2,4.538
mp-1237338,Rb3BiF6,4.5188
mp-12436,Rb2Mn2(SO4)3,4.4962
mp-1244907,BeO,4.4661
mp-1244919,BeO,4.4429
mp-1245270,B2O3,4.4793
mp-1246991,Sr2MgSi2O7,4.5013000000000005
mp-1249529,Y2BeAlBO7,4.4963999999999995
mp-1259020,Na17Zr12Si11P7O72,4.442699999999999
mp-13150,BN,4.4847
mp-13774,NaNdSiO4,4.4775
mp-13960,Sr3Er2(BO3)4,4.477399999999999
mp-14387,Tb3Al5O12,4.473000000000001
mp-14416,Sm2Be2GeO7,4.4508
mp-14556,SmCd(BO2)5,4.4709
mp-14977,Na3Y(Si2O5)3,4.5279
mp-15004,Ca3ZrSi2O9,4.4546
mp-15059,GdSnF7,4.469200000000001
mp-15266,K2Mn2Be3F12,4.5317
mp-1577040,LiMnP2HO7,4.5174
mp-1644021,Li2FeP2O7,4.533
mp-16934,BaLaAlO4,4.4467
mp-17921,NbSeOF7,4.5146999999999995
mp-18043,Sr6YSc(BO3)6,4.4907
mp-18510,Sr2SiO4,4.4799999999999995
mp-18780,K2WO4,4.5137
mp-19212,Rb2MoO4,4.450699999999999
mp-19220,CaSi2NiO6,4.527899999999999
mp-19590,FeSb4C6(O3F11)2,4.461
mp-20778,Dy2Be2GeO7,4.4671
mp-21099,K2Pb(SO4)2,4.4948
mp-22851,NaCl,4.4543
mp-23068,NdBrO,4.483099999999999
mp-23146,TlZnSClO4,4.4778
mp-23251,KBr,4.5151
mp-23303,RbBr,4.5276
mp-23339,NaBrO3,4.5138
mp-23609,Zn3B7ClO13,4.4852
mp-23622,Sm3Si2ClO8,4.4577
mp-23888,MgTe(H4O3)3,4.4646
mp-23998,ZnH12N4(ClO4)2,4.4764
mp-24230,HCNO,4.5245
mp-24313,ZnH6(CO3)2,4.4692
mp-24574,NdH5(SeO4)2,4.4605999999999995
mp-24606,Rb2MgH8(CO5)2,4.5333
mp-24654,KZnP2H5O9,4.4771
mp-24749,CdH6(CO3)2,4.5222999999999995
mp-26027,LiNi(PO3)3,4.4977
mp-26131,LiMo(PO3)4,4.458
mp-26157,LiSb(PO3)4,4.463100000000001
mp-27135,Bi(PO3)3,4.536199999999999
mp-27230,As2SO6,4.443199999999999
mp-27996,H2SeO3,4.498600000000001
mp-28015,H2O2,4.5073
mp-28094,RbDy2Cl7,4.5287
mp-28274,Ba3In2F12,4.519
mp-28341,LiGaCl4,4.4866
mp-28549,Li8SiO6,4.4497
mp-28850,MnAlF5,4.4654
mp-28950,P4N6O,4.5093
mp-29009,Li2MgBr4,4.527699999999999
mp-29144,KTe2F9,4.5324
mp-29222,Ba2Si3O8,4.5120000000000005
mp-29223,Ba3Si5O13,4.514799999999999
mp-29309,Si2H6S,4.4872
mp-29327,SmBrO,4.5243
mp-29903,TlTeF5,4.5124
mp-30034,MgBr2,4.4603
mp-30056,CsCaBr3,4.4485
mp-30068,CIN,4.4808
mp-30161,Si2CN4,4.478
mp-3050,Y3Al5O12,4.4951
mp-30926,LaB5O9,4.4896
mp-31120,DyScO3,4.4597999999999995
mp-31121,HoScO3,4.476
mp-3151,Li3TaO4,4.5395
mp-3193,Na2Si2O5,4.4754
mp-3476,P2PbO6,4.4803
mp-34993,LiAlO2,4.523499999999999
mp-3751,AlTlF4,4.5016
mp-38307,MgAl2O4,4.5378
mp-3928,Na5P3O10,4.5378
mp-3962,LaPO4,4.486000000000001
mp-4122,GaPO4,4.4468000000000005
mp-4200,ScPO4,4.495100000000001
mp-42163,Ca10Si3S3(ClO12)2,4.5001999999999995
mp-4321,MgSiO3,4.5343
mp-4661,ScOF,4.5236
mp-4758,K2NbF7,4.528700000000001
mp-4820,ZrSiO4,4.4579
mp-5024,ZrP2O7,4.4778
mp-504605,Na2SiH16O11,4.4711
mp-504845,NaLiMo(H2O3)2,4.5257
mp-505077,NaH9O5,4.5248
mp-505185,Na2H16O9,4.5327
mp-5152,La2SiO5,4.4965
mp-5263,Ca4P2O9,4.4843
mp-530695,GdZr3F15,4.4577
mp-530986,MgSiO3,4.5229
mp-531590,SrAl22O34,4.4761
mp-532695,Na3Zr2Si2PO12,4.5379
mp-535004,Zn2P3H19C4(NO6)2,4.5062
mp-540659,Ba(BO2)2,4.5241
mp-542704,CsHCO2,4.481999999999999
mp-551629,CsLiMoO4,4.4432
mp-552120,YClO,4.4621
mp-553897,Ba2Si3O8,4.4856
mp-553932,GaPO4,4.448
mp-554006,SrCaSiO4,4.479799999999999
mp-554033,Na6Si8O19,4.5318
mp-554043,KCa9Mn(PO4)7,4.5046
mp-554063,SmSeClO3,4.4584
mp-554383,Na2Si2O5,4.458600000000001
